210620,키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,전체조회수,전체클릭수,상품수,상위링크,비율(조회),비율(클릭)
기존연관1189,이동식게시판,70,30,0.9,0.0,1.21,0.0,15,높음,100,0,연관검색어,미확인,-,-
기존연관1190,안내표지판디자인,30,40,1.1,2.3,3.21,4.79,11,중간,70,3,연관검색어,미확인,-,-
기존연관1192,게시판구매,10,5,0.3,0.0,2.78,0.0,15,높음,15,0,연관검색어,미확인,-,-
기존연관1193,장애인생활시설,160,180,0.4,0.6,0.25,0.35,3,높음,340,1,연관검색어,미확인,-,-
기존연관1194,음성안내,90,70,0.7,0.3,0.78,0.46,15,높음,160,1,연관검색어,미확인,-,-
기존연관1195,반사시트컷팅,5,5,1.0,0.0,20.0,0.0,3,높음,10,1,연관검색어,미확인,-,-
기존연관1196,라이트판넬,90,140,3.8,10.3,4.27,7.6,15,높음,230,14,연관검색어,미확인,-,-
기존연관1197,마을게시판,50,20,3.3,0.0,6.9,0.0,2,낮음,70,3,연관검색어,미확인,-,-
기존연관1198,LED경계석,5,5,1.0,0.0,50.0,0.0,2,중간,10,1,연관검색어,미확인,-,-
기존연관153,카페표지판,30,80,0.0,0.3,0.0,0.42,3,높음,110,0,연관검색어,미확인,-,-
기존연관188,현수막디자인,1240,630,28.1,32.0,2.4,5.22,15,높음,1870,60,연관검색어,미확인,-,-
기존연관189,DIY가구,1550,5840,36.3,190.3,2.52,3.48,15,높음,7390,226,연관검색어,미확인,-,-
기존연관191,벽선반,7370,36900,44.9,755.3,0.65,2.18,15,높음,44270,800,연관검색어,미확인,-,-
기존연관194,커먼사인스,60,70,23.9,2.9,35.62,4.11,1,낮음,130,26,연관검색어,미확인,-,-
기존연관196,한자서체,330,350,2.6,1.8,0.81,0.54,5,중간,680,4,연관검색어,미확인,-,-
기존연관199,안산간판,230,510,2.5,19.4,1.19,3.9,15,높음,740,21,연관검색어,미확인,-,-
기존연관201,DIY가구만들기,60,160,0.7,6.7,1.29,4.25,15,높음,220,7,연관검색어,미확인,-,-
기존연관203,배너,11300,15900,122.2,343.3,1.14,2.3,15,높음,27200,465,연관검색어,미확인,-,-
기존연관209,배너만들기,750,470,9.9,21.3,1.39,4.81,15,높음,1220,31,연관검색어,미확인,-,-
기존연관210,인테리어벽장식,310,2650,3.5,71.7,1.24,2.91,15,높음,2960,75,연관검색어,미확인,-,-
기존연관211,후광채널,120,130,2.3,4.0,1.99,3.23,14,높음,250,6,연관검색어,미확인,-,-
기존연관212,남자방인테리어,150,720,0.3,1.0,0.23,0.15,15,높음,870,1,연관검색어,미확인,-,-
기존연관216,홈바인테리어,540,2440,3.8,53.3,0.75,2.32,15,높음,2980,57,연관검색어,미확인,-,-
기존연관220,자취방꾸미기,640,1700,3.2,41.8,0.53,2.61,15,높음,2340,45,연관검색어,미확인,-,-
기존연관223,옛날간판,110,290,0.4,2.5,0.37,0.9,14,높음,400,2,연관검색어,미확인,-,-
기존연관225,층별안내사인,10,5,0.0,0.0,0.0,0.0,10,중간,15,0,연관검색어,미확인,-,-
기존연관226,현수막,20900,24200,493.3,928.0,2.55,4.11,15,높음,45100,1421,연관검색어,미확인,-,-
기존연관229,새주소,5370,2310,4.7,0.0,0.1,0.0,5,중간,7680,4,연관검색어,미확인,-,-
기존연관234,간판갈이,10,100,0.6,0.3,3.24,0.37,15,높음,110,0,연관검색어,미확인,-,-
기존연관235,배곧간판,40,60,0.3,2.5,0.62,4.81,14,높음,100,2,연관검색어,미확인,-,-
기존연관237,지주형간판,60,30,0.8,0.7,1.3,1.91,15,높음,90,1,연관검색어,미확인,-,-
기존연관239,찬넬선반,1040,3030,13.1,86.4,1.33,3.02,15,높음,4070,99,연관검색어,미확인,-,-
기존연관244,폼보드POP,60,10,2.8,0.3,4.28,2.09,15,높음,70,3,연관검색어,미확인,-,-
기존연관247,건물주소판,10,10,1.0,0.7,10.0,3.71,3,높음,20,1,연관검색어,미확인,-,-
기존연관250,인테리어쇼핑몰,270,380,4.2,12.3,1.61,3.5,15,높음,650,16,연관검색어,미확인,-,-
기존연관251,집주소판,10,30,1.3,3.0,16.67,10.0,3,높음,40,4,연관검색어,미확인,-,-
기존연관256,인장디자인,5,10,0.3,0.0,5.56,0.0,3,높음,15,0,연관검색어,미확인,-,-
기존연관257,옥상울타리,100,600,0.8,2.0,0.8,0.39,14,높음,700,2,연관검색어,미확인,-,-
기존연관262,현수막제작,7070,12700,264.9,697.0,3.92,5.77,15,높음,19770,961,연관검색어,미확인,-,-
기존연관269,인테리어난간,10,20,1.2,1.7,9.36,7.94,13,중간,30,2,연관검색어,미확인,-,-
기존연관270,시트작업,70,170,0.6,7.0,0.86,4.27,14,높음,240,7,연관검색어,미확인,-,-
기존연관275,타공시트,170,190,1.5,1.0,0.94,0.54,14,높음,360,2,연관검색어,미확인,-,-
기존연관280,측면발광채널,5,5,0.8,0.0,20.0,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관286,1평방꾸미기,170,770,0.6,1.0,0.38,0.14,15,높음,940,1,연관검색어,미확인,-,-
기존연관287,철난간,10,90,0.4,0.3,2.08,0.39,13,중간,100,0,연관검색어,미확인,-,-
기존연관288,웹배너디자인,180,90,3.7,1.3,2.05,1.5,15,높음,270,5,연관검색어,미확인,-,-
기존연관292,온라인배너제작,180,190,7.1,14.7,4.0,7.91,15,높음,370,21,연관검색어,미확인,-,-
기존연관293,벽면인테리어,360,1500,5.5,34.7,1.64,2.51,15,높음,1860,40,연관검색어,미확인,-,-
기존연관296,대전대문,20,50,1.9,0.0,8.54,0.0,11,중간,70,1,연관검색어,미확인,-,-
기존연관297,인테리어제품,50,70,0.4,1.8,0.86,2.44,15,높음,120,2,연관검색어,미확인,-,-
기존연관301,부부침실인테리어,180,920,0.9,14.0,0.55,1.63,15,높음,1100,14,연관검색어,미확인,-,-
기존연관303,계단난간,1030,1900,26.1,89.7,2.66,5.04,15,높음,2930,115,연관검색어,미확인,-,-
기존연관305,내방인테리어,150,350,1.2,1.0,0.79,0.3,15,높음,500,2,연관검색어,미확인,-,-
기존연관309,전세집인테리어,350,1270,1.3,15.7,0.37,1.34,15,높음,1620,17,연관검색어,미확인,-,-
기존연관310,특이한소품,40,150,1.3,10.3,3.17,7.13,15,높음,190,11,연관검색어,미확인,-,-
기존연관312,철공예,50,90,0.0,0.3,0.0,0.44,3,높음,140,0,연관검색어,미확인,-,-
기존연관313,다중이용업소피난안내도,5,10,0.0,0.0,0.0,0.0,2,중간,15,0,연관검색어,미확인,-,-
기존연관314,폰트디자인,160,160,0.1,1.7,0.09,1.15,15,높음,320,1,연관검색어,미확인,-,-
기존연관315,미니멀간판,5,10,0.0,0.0,0.0,0.0,2,중간,15,0,연관검색어,미확인,-,-
기존연관316,에폭시사인,10,5,0.1,0.0,0.63,0.0,12,중간,15,0,연관검색어,미확인,-,-
기존연관317,후면발광채널,5,5,1.0,0.0,25.0,0.0,1,중간,10,1,연관검색어,미확인,-,-
기존연관324,웹배너,230,80,1.7,0.0,0.79,0.0,15,높음,310,1,연관검색어,미확인,-,-
기존연관328,대구단조,5,5,0.0,0.0,0.0,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관329,예쁜파고라,5,10,0.3,0.7,8.34,4.17,3,높음,15,1,연관검색어,미확인,-,-
기존연관330,수원대문,10,10,1.4,2.3,14.29,16.67,13,중간,20,3,연관검색어,미확인,-,-
기존연관331,전주대문제작,5,5,0.8,0.0,40.0,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관332,철제갈바,5,5,1.0,0.0,11.12,0.0,1,중간,10,1,연관검색어,미확인,-,-
기존연관333,전단지제작,1810,2090,71.1,107.0,4.13,5.43,15,높음,3900,178,연관검색어,미확인,-,-
기존연관334,현관인테리어,1630,11100,12.1,236.6,0.8,2.28,15,높음,12730,248,연관검색어,미확인,-,-
기존연관336,배너출력,1290,1920,61.4,126.6,5.05,6.96,15,높음,3210,188,연관검색어,미확인,-,-
기존연관341,대전대문제작,10,30,1.0,0.3,10.0,1.08,3,높음,40,1,연관검색어,미확인,-,-
기존연관343,만삭사진소품,190,1540,1.1,38.7,0.66,2.73,15,높음,1730,39,연관검색어,미확인,-,-
기존연관355,전주간판,270,440,3.9,26.0,1.56,6.18,15,높음,710,29,연관검색어,미확인,-,-
기존연관358,철제다리제작,40,1480,0.9,9.7,2.12,0.71,15,높음,1520,10,연관검색어,미확인,-,-
기존연관363,인천난간,5,10,0.3,1.0,4.55,8.34,9,중간,15,1,연관검색어,미확인,-,-
기존연관368,디자인업체,470,250,12.5,9.3,2.73,3.89,15,높음,720,21,연관검색어,미확인,-,-
기존연관371,친환경패키지,880,330,18.8,8.3,2.25,2.64,15,높음,1210,27,연관검색어,미확인,-,-
기존연관374,북유럽인테리어소품,330,1710,24.3,140.4,7.66,8.63,15,높음,2040,164,연관검색어,미확인,-,-
기존연관375,인테리어소품샵,1260,6050,66.3,396.5,5.56,7.12,15,높음,7310,462,연관검색어,미확인,-,-
기존연관377,천장형메뉴판,10,10,0.0,2.0,0.0,11.77,2,중간,20,2,연관검색어,미확인,-,-
기존연관378,옥상난간,380,750,6.3,22.0,1.69,3.13,15,높음,1130,28,연관검색어,미확인,-,-
기존연관381,매장메뉴판,10,30,0.0,0.8,0.0,2.42,15,높음,40,0,연관검색어,미확인,-,-
기존연관382,벽걸이선반,2320,8900,14.5,120.3,0.66,1.45,15,높음,11220,134,연관검색어,미확인,-,-
기존연관383,탁상용메뉴판,20,50,0.0,0.0,0.0,0.0,3,높음,70,0,연관검색어,미확인,-,-
기존연관384,스탠드형입간판,20,5,0.6,0.0,2.73,0.0,15,높음,25,0,연관검색어,미확인,-,-
기존연관385,X배너제작,400,250,17.3,24.3,4.43,9.78,15,높음,650,41,연관검색어,미확인,-,-
기존연관389,인테리어소품쇼핑몰,70,180,2.2,19.3,3.34,11.12,15,높음,250,21,연관검색어,미확인,-,-
기존연관396,회사이름짓기,1100,2820,9.1,63.2,0.87,2.36,15,높음,3920,72,연관검색어,미확인,-,-
기존연관399,원목DIY,270,890,7.0,28.0,2.74,3.36,15,높음,1160,35,연관검색어,미확인,-,-
기존연관400,부산울타리,10,10,0.8,0.0,7.82,0.0,13,중간,20,0,연관검색어,미확인,-,-
기존연관401,자동문제작,10,20,0.5,0.3,3.75,1.86,14,높음,30,0,연관검색어,미확인,-,-
기존연관402,철제어닝,5,30,0.0,0.0,0.0,0.0,2,중간,35,0,연관검색어,미확인,-,-
기존연관403,단조대문가격,5,5,0.7,0.3,24.45,2.78,15,높음,10,1,연관검색어,미확인,-,-
기존연관404,부산조경시설물,5,5,0.3,0.0,8.34,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관405,철재정자,5,10,0.0,0.8,0.0,8.0,3,높음,15,0,연관검색어,미확인,-,-
기존연관406,천안파고라,5,5,0.8,1.7,26.67,18.52,10,중간,10,2,연관검색어,미확인,-,-
기존연관407,데코소품,20,80,0.2,0.7,0.77,0.88,15,높음,100,0,연관검색어,미확인,-,-
기존연관408,기념패제작,240,410,7.9,30.0,3.34,7.6,15,높음,650,37,연관검색어,미확인,-,-
기존연관410,홈페이지디자인,1100,360,24.1,17.3,2.29,5.03,15,높음,1460,41,연관검색어,미확인,-,-
기존연관411,무드등파는곳,70,570,0.9,16.3,1.34,3.12,15,높음,640,17,연관검색어,미확인,-,-
기존연관416,미러입간판,10,70,0.1,1.0,0.86,1.54,8,중간,80,1,연관검색어,미확인,-,-
기존연관420,무드등브랜드,20,30,0.2,1.7,0.83,4.77,10,중간,50,1,연관검색어,미확인,-,-
기존연관422,인테리어액자,2890,13200,48.8,478.8,1.79,3.88,15,높음,16090,527,연관검색어,미확인,-,-
기존연관423,자취방인테리어,340,760,0.9,10.3,0.29,1.45,15,높음,1100,11,연관검색어,미확인,-,-
기존연관430,배너인쇄,220,170,7.9,10.8,3.68,6.56,15,높음,390,18,연관검색어,미확인,-,-
기존연관432,빈티지소품샵,640,3670,21.0,232.2,3.47,6.76,15,높음,4310,253,연관검색어,미확인,-,-
기존연관439,친환경포장,1070,920,12.5,23.7,1.23,2.71,15,높음,1990,36,연관검색어,미확인,-,-
기존연관441,브로셔제작,910,1490,33.1,24.5,3.75,1.76,15,높음,2400,57,연관검색어,미확인,-,-
기존연관442,도로명주소판제작,30,20,4.2,0.0,13.56,0.0,2,낮음,50,4,연관검색어,미확인,-,-
기존연관450,메달제작,480,690,30.1,52.8,6.72,8.22,15,높음,1170,82,연관검색어,미확인,-,-
기존연관453,안방인테리어,1580,8750,5.9,134.0,0.39,1.64,15,높음,10330,139,연관검색어,미확인,-,-
기존연관454,원룸꾸미기,4380,8190,92.1,620.0,2.24,8.07,15,높음,12570,712,연관검색어,미확인,-,-
기존연관455,전남대문,5,5,1.0,0.0,20.0,0.0,3,높음,10,1,연관검색어,미확인,-,-
기존연관456,철제난간,210,410,2.2,13.7,1.1,3.65,15,높음,620,15,연관검색어,미확인,-,-
기존연관457,DIY용품,40,60,0.2,2.5,0.55,4.32,15,높음,100,2,연관검색어,미확인,-,-
기존연관475,관공서안내판,10,5,0.3,0.0,3.71,0.0,3,높음,15,0,연관검색어,미확인,-,-
기존연관505,천장표지판,30,20,0.3,0.3,1.14,1.39,12,중간,50,0,연관검색어,미확인,-,-
기존연관509,인천도로명주소,10,10,0.0,0.7,0.0,5.0,2,중간,20,0,연관검색어,미확인,-,-
기존연관510,새주소간판,5,5,1.0,0.0,33.34,0.0,1,중간,10,1,연관검색어,미확인,-,-
기존연관511,대전도로명주소,5,10,0.0,0.0,0.0,0.0,2,중간,15,0,연관검색어,미확인,-,-
기존연관512,대구도로명주소,10,10,1.4,0.0,14.29,0.0,1,중간,20,1,연관검색어,미확인,-,-
기존연관513,부산도로명주소,5,20,0.0,0.0,0.0,0.0,1,중간,25,0,연관검색어,미확인,-,-
기존연관514,서울도로명주소,10,5,0.0,0.0,0.0,0.0,2,중간,15,0,연관검색어,미확인,-,-
기존연관515,광주도로명주소,5,5,0.0,0.0,0.0,0.0,1,중간,10,0,연관검색어,미확인,-,-
기존연관522,주소안내판,5,10,0.3,0.3,4.17,1.86,3,높음,15,0,연관검색어,미확인,-,-
기존연관523,새주소표지판,10,20,0.7,0.0,5.56,0.0,3,높음,30,0,연관검색어,미확인,-,-
기존연관529,내진설계건축물,70,50,0.0,0.3,0.0,0.67,3,높음,120,0,연관검색어,미확인,-,-
기존연관534,내진설계표지판,5,5,1.0,0.0,16.67,0.0,3,높음,10,1,연관검색어,미확인,-,-
기존연관602,사설표지판,20,5,0.0,0.0,0.0,0.0,3,높음,25,0,연관검색어,미확인,-,-
기존연관615,노면스티커,10,5,0.7,0.0,3.93,0.0,6,중간,15,0,연관검색어,미확인,-,-
기존연관616,상세주소안내판,20,20,1.7,1.7,7.25,7.94,3,높음,40,3,연관검색어,미확인,-,-
기존연관625,사무실현관,30,20,0.0,0.0,0.0,0.0,3,높음,50,0,연관검색어,미확인,-,-
기존연관643,족발집간판,10,30,0.0,0.0,0.0,0.0,3,높음,40,0,연관검색어,미확인,-,-
기존연관673,재난안전표지판,10,5,0.0,0.0,0.0,0.0,3,높음,15,0,연관검색어,미확인,-,-
기존연관688,금연아파트,560,1660,0.3,0.3,0.07,0.03,3,높음,2220,0,연관검색어,미확인,-,-
기존연관689,반표지판,5,10,0.0,0.0,0.0,0.0,3,높음,15,0,연관검색어,미확인,-,-
기존연관693,휴게실표찰,5,5,0.0,0.0,0.0,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관700,회사부서이름,10,5,0.0,0.0,0.0,0.0,3,높음,15,0,연관검색어,미확인,-,-
기존연관701,회사푯말,5,10,1.0,0.0,20.0,0.0,4,낮음,15,1,연관검색어,미확인,-,-
기존연관702,표찰걸이,5,10,0.0,1.0,0.0,7.15,3,높음,15,1,연관검색어,미확인,-,-
기존연관704,학급팻말,5,5,0.4,0.7,5.27,10.0,3,높음,10,1,연관검색어,미확인,-,-
기존연관705,학급표지판,5,5,0.0,0.0,0.0,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관707,파티션표찰,20,5,0.2,0.7,0.76,13.34,15,높음,25,0,연관검색어,미확인,-,-
기존연관709,천장형표지판,5,5,0.0,0.0,0.0,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관710,천장형표찰,10,5,1.3,0.0,7.04,0.0,15,높음,15,1,연관검색어,미확인,-,-
기존연관711,천정표지판,10,5,0.3,0.0,3.34,0.0,9,중간,15,0,연관검색어,미확인,-,-
기존연관716,안내사인물,40,5,0.6,0.0,1.26,0.0,14,높음,45,0,연관검색어,미확인,-,-
기존연관717,신주표찰,5,5,0.2,0.0,2.2,0.0,11,중간,10,0,연관검색어,미확인,-,-
기존연관719,복도표지판,5,5,0.3,0.0,16.67,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관720,부서별표지판,5,5,0.0,1.0,0.0,100.0,2,중간,10,1,연관검색어,미확인,-,-
기존연관721,부서별표찰,5,5,0.3,0.0,16.67,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관722,부서이름,80,60,0.4,0.0,0.43,0.0,8,중간,140,0,연관검색어,미확인,-,-
기존연관723,부서푯말,5,5,0.5,0.0,12.5,0.0,2,중간,10,0,연관검색어,미확인,-,-
기존연관725,단조표찰,10,5,1.6,0.3,13.34,5.56,8,중간,15,1,연관검색어,미확인,-,-
기존연관726,돌출형표지판,20,10,0.6,0.7,2.47,5.13,9,중간,30,1,연관검색어,미확인,-,-
기존연관727,강의실안내판,5,5,0.3,0.0,4.77,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관728,강의실표지판,5,20,0.2,0.7,3.04,3.51,7,중간,25,0,연관검색어,미확인,-,-
기존연관729,강의실푯말,5,5,0.0,0.0,0.0,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관733,관공서표지판,5,40,0.0,0.0,0.0,0.0,3,높음,45,0,연관검색어,미확인,-,-
기존연관735,교실간판,20,20,0.9,0.3,3.97,1.52,14,높음,40,1,연관검색어,미확인,-,-
기존연관748,촉지판,130,40,2.3,3.3,1.81,7.24,15,높음,170,5,연관검색어,미확인,-,-
기존연관749,표시물,10,5,0.8,0.0,4.88,0.0,2,중간,15,0,연관검색어,미확인,-,-
기존연관750,LED글자제작,5,5,0.0,0.0,0.0,0.0,2,중간,10,0,연관검색어,미확인,-,-
기존연관751,전통시장간판,5,5,0.0,1.5,0.0,18.19,1,중간,10,1,연관검색어,미확인,-,-
기존연관752,초밥간판,10,20,0.0,0.3,0.0,1.59,3,높음,30,0,연관검색어,미확인,-,-
기존연관753,철프레임제작,20,10,1.1,0.7,4.62,7.41,8,중간,30,1,연관검색어,미확인,-,-
기존연관754,참치간판,10,30,0.0,0.7,0.0,1.97,3,높음,40,0,연관검색어,미확인,-,-
기존연관755,콜센터칸막이,5,5,0.0,0.0,0.0,0.0,15,높음,10,0,연관검색어,미확인,-,-
기존연관779,카페메뉴판거치대,5,5,0.0,0.4,0.0,6.25,3,높음,10,0,연관검색어,미확인,-,-
기존연관792,인명피해우려지역,5,5,0.0,0.0,0.0,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관793,중앙분리대,740,1580,10.1,32.3,1.43,2.15,15,높음,2320,42,연관검색어,미확인,-,-
기존연관794,가드레일지주,20,30,3.5,0.4,14.09,1.14,3,높음,50,3,연관검색어,미확인,-,-
기존연관795,비상안내도,30,10,1.7,0.0,4.77,0.0,3,높음,40,1,연관검색어,미확인,-,-
기존연관796,지진대피소,110,140,0.3,0.0,0.31,0.0,3,높음,250,0,연관검색어,미확인,-,-
기존연관797,지주커버,5,5,0.3,0.0,8.34,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관798,미러현판,10,5,0.0,1.7,0.0,21.06,2,낮음,15,1,연관검색어,미확인,-,-
기존연관799,오토바이진입금지,90,90,0.0,0.8,0.0,0.96,3,높음,180,0,연관검색어,미확인,-,-
기존연관829,공장표지판,10,10,0.4,0.7,3.45,8.34,15,높음,20,1,연관검색어,미확인,-,-
기존연관831,행잉사인,100,50,1.4,0.0,1.42,0.0,15,높음,150,1,연관검색어,미확인,-,-
기존연관873,스테인레스부식,70,90,0.0,0.0,0.0,0.0,11,중간,160,0,연관검색어,미확인,-,-
기존연관881,애완견에티켓,30,10,0.0,0.0,0.0,0.0,0,낮음,40,0,연관검색어,미확인,-,-
기존연관891,국가지점번호판,80,30,4.5,0.0,5.33,0.0,4,낮음,110,4,연관검색어,미확인,-,-
기존연관894,안내판걸이구,10,5,0.8,0.0,5.0,0.0,1,중간,15,0,연관검색어,미확인,-,-
기존연관896,건축사사무소간판,5,5,0.0,0.0,0.0,0.0,1,중간,10,0,연관검색어,미확인,-,-
기존연관898,델리네이터,430,320,6.2,14.3,1.5,4.83,15,높음,750,20,연관검색어,미확인,-,-
기존연관909,광고현판,5,5,0.0,0.0,0.0,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관915,서스현판,5,5,1.0,0.0,50.0,0.0,1,중간,10,1,연관검색어,미확인,-,-
기존연관916,사랑의열매현판,5,5,0.0,0.0,0.0,0.0,1,중간,10,0,연관검색어,미확인,-,-
기존연관920,LED회사,50,100,0.3,2.0,0.52,1.95,15,높음,150,2,연관검색어,미확인,-,-
기존연관925,건물조명,50,100,1.8,2.3,3.6,2.17,15,높음,150,4,연관검색어,미확인,-,-
기존연관928,돌출간판허가,120,390,0.0,0.0,0.0,0.0,2,중간,510,0,연관검색어,미확인,-,-
기존연관930,종이컷팅,50,60,1.1,2.3,2.06,3.59,15,높음,110,3,연관검색어,미확인,-,-
기존연관931,인테리어벽,150,690,0.6,8.8,0.42,1.35,15,높음,840,9,연관검색어,미확인,-,-
기존연관932,연예인싸인,150,900,1.6,1.0,1.15,0.12,7,중간,1050,2,연관검색어,미확인,-,-
기존연관933,LED신호등,80,70,2.2,5.0,2.95,6.58,14,높음,150,7,연관검색어,미확인,-,-
기존연관934,썬팅비교,110,290,0.3,3.0,0.31,1.07,15,높음,400,3,연관검색어,미확인,-,-
기존연관935,아크릴절단기,170,360,1.9,8.4,1.17,2.49,15,높음,530,10,연관검색어,미확인,-,-
기존연관936,아크릴클립보드,90,110,0.4,0.3,0.45,0.25,15,높음,200,0,연관검색어,미확인,-,-
기존연관937,아크릴테이블,760,4390,8.1,106.5,1.11,2.61,15,높음,5150,114,연관검색어,미확인,-,-
기존연관938,아트월가격,10,150,0.1,3.0,0.45,2.18,15,높음,160,3,연관검색어,미확인,-,-
기존연관939,아트월비용,20,90,0.1,0.0,0.25,0.0,15,높음,110,0,연관검색어,미확인,-,-
기존연관940,아파트LED등,30,90,0.4,4.0,1.03,4.45,15,높음,120,4,연관검색어,미확인,-,-
기존연관941,식탁아크릴,50,360,1.0,1.5,1.79,0.46,10,중간,410,2,연관검색어,미확인,-,-
기존연관942,행사디자인,10,5,0.3,0.0,1.57,0.0,15,높음,15,0,연관검색어,미확인,-,-
기존연관944,방향표시,170,130,0.3,0.3,0.17,0.26,15,높음,300,0,연관검색어,미확인,-,-
기존연관945,버스표지판,90,90,0.2,0.3,0.24,0.37,5,중간,180,0,연관검색어,미확인,-,-
기존연관946,블랙아크릴,60,110,0.6,0.5,0.94,0.47,8,중간,170,1,연관검색어,미확인,-,-
기존연관947,사인바,190,180,0.9,1.0,0.5,0.6,10,중간,370,1,연관검색어,미확인,-,-
기존연관948,LED수리,90,240,0.7,5.7,0.84,2.53,15,높음,330,6,연관검색어,미확인,-,-
기존연관949,흰색아크릴,60,100,0.0,0.3,0.0,0.32,3,높음,160,0,연관검색어,미확인,-,-
기존연관950,에폭시수지,1090,930,2.1,7.7,0.21,0.88,15,높음,2020,9,연관검색어,미확인,-,-
기존연관993,애완견목줄착용,5,5,0.0,0.0,0.0,0.0,0,낮음,10,0,연관검색어,미확인,-,-
기존연관996,임시주거시설,50,5,2.1,0.0,4.13,0.0,2,중간,55,2,연관검색어,미확인,-,-
기존연관997,어린이보호구역펜스,30,20,0.9,0.0,2.75,0.0,12,중간,50,0,연관검색어,미확인,-,-
기존연관998,오토바이금지,30,30,0.0,0.0,0.0,0.0,0,낮음,60,0,연관검색어,미확인,-,-
기존연관1002,새주소판,10,10,1.3,0.0,11.12,0.0,3,높음,20,1,연관검색어,미확인,-,-
기존연관1003,ESDT,5,20,3.0,0.0,37.5,0.0,1,중간,25,3,연관검색어,미확인,-,-
기존연관1008,지주캡,20,40,0.5,0.0,2.3,0.0,5,중간,60,0,연관검색어,미확인,-,-
기존연관1036,금연구역문구,20,20,0.7,0.0,2.39,0.0,3,높음,40,0,연관검색어,미확인,-,-
기존연관1040,회의중표시판,5,5,0.3,0.0,5.56,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관1042,호프집간판,20,110,0.7,7.3,2.78,6.49,15,높음,130,8,연관검색어,미확인,-,-
기존연관1046,재실부재,5,5,0.3,0.0,4.77,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관1047,부재안내,10,5,0.0,0.0,0.0,0.0,3,높음,15,0,연관검색어,미확인,-,-
기존연관1060,창원휀스,20,40,0.9,1.6,4.06,4.04,15,높음,60,2,연관검색어,미확인,-,-
기존연관1061,아크릴소량제작,20,10,1.7,0.3,8.34,3.04,3,높음,30,2,연관검색어,미확인,-,-
기존연관1062,방향안내사인,10,5,0.0,0.0,0.0,0.0,2,중간,15,0,연관검색어,미확인,-,-
기존연관1069,전주네온사인,5,10,0.3,0.0,3.71,0.0,3,높음,15,0,연관검색어,미확인,-,-
기존연관1075,차량진입금지,100,90,0.6,0.3,0.59,0.3,13,중간,190,0,연관검색어,미확인,-,-
기존연관1080,뛰지마세요표지판,10,30,1.0,0.0,10.0,0.0,1,중간,40,1,연관검색어,미확인,-,-
기존연관1089,항균스티커,100,190,1.7,4.3,1.84,2.48,15,높음,290,6,연관검색어,미확인,-,-
기존연관1104,로고현판,10,5,1.0,0.0,7.41,0.0,2,중간,15,1,연관검색어,미확인,-,-
기존연관1116,전주옥외광고,10,5,0.0,0.3,0.0,4.77,14,높음,15,0,연관검색어,미확인,-,-
기존연관1127,승강기안전스티커,20,20,0.4,0.0,1.27,0.0,9,중간,40,0,연관검색어,미확인,-,-
기존연관1128,엘리베이터안전,80,50,0.0,0.0,0.0,0.0,3,높음,130,0,연관검색어,미확인,-,-
기존연관1129,화재시방화셔터내려오는곳,5,5,0.0,0.0,0.0,0.0,3,높음,10,0,연관검색어,미확인,-,-
기존연관1130,대기선,40,50,0.3,0.0,0.82,0.0,3,높음,90,0,연관검색어,미확인,-,-
기존연관1131,엘리베이터안전스티커,10,5,0.3,0.0,1.53,0.0,8,중간,15,0,연관검색어,미확인,-,-
기존연관1132,문열림주의,50,10,0.0,0.5,0.0,5.0,2,중간,60,0,연관검색어,미확인,-,-
기존연관1133,물건적재금지,20,10,0.3,0.0,1.2,0.0,3,낮음,30,0,연관검색어,미확인,-,-
기존연관1134,방화셔터내려오는곳,80,20,1.8,0.3,2.27,1.29,7,중간,100,2,연관검색어,미확인,-,-
기존연관1135,승강기안전,320,80,0.0,0.0,0.0,0.0,3,높음,400,0,연관검색어,미확인,-,-
기존연관1136,안전사인,10,5,1.0,0.0,6.43,0.0,9,중간,15,1,연관검색어,미확인,-,-
기존연관1138,슈퍼간판,10,30,0.0,0.0,0.0,0.0,14,높음,40,0,연관검색어,미확인,-,-
기존연관1139,전주간판집,10,5,0.5,0.0,4.93,0.0,14,높음,15,0,연관검색어,미확인,-,-
기존연관1141,전주배너,10,20,0.5,3.5,3.81,14.11,15,높음,30,4,연관검색어,미확인,-,-
