노출키워드,연관키워드,검색(PC),검색(폰),평균클릭(PC),평균클릭(폰),평클릭률(PC),평균클릭률(폰),노출광고수,경쟁도,총검색,총클릭
브랜딩,브랜드네이밍,1770,1980,37.9,88.8,2.41,5.25,15,높음,3750.0,126.7
브랜딩,패키지디자인,2900,2250,38.5,61.8,1.5,3.29,15,높음,5150.0,100.3
브랜딩,브랜딩,5180,5260,37.7,61.5,0.81,1.32,15,높음,10440.0,99.2
브랜딩,광고대행사,2650,1900,54.9,21.0,2.24,1.21,15,높음,4550.0,75.9
브랜딩,디지털노마드,5170,11300,9.5,65.4,0.2,0.63,15,높음,16470.0,74.9
브랜딩,네이밍,4300,14200,20.8,51.0,0.55,0.4,15,높음,18500.0,71.8
브랜딩,온라인마케팅,2820,2090,41.7,22.8,1.64,1.2,15,높음,4910.0,64.5
브랜딩,빅데이터,13600,15600,5.7,45.9,0.06,0.36,15,높음,29200.0,51.6
브랜딩,포스터디자인,1710,1880,26.1,22.5,1.69,1.39,15,높음,3590.0,48.6
브랜딩,카페이름추천,420,2560,2.4,43.7,0.68,1.91,15,높음,2980.0,46.1
브랜딩,브랜드대상,1160,3390,13.3,26.6,1.31,0.84,15,높음,4550.0,39.90000000000001
브랜딩,아파트이름,600,3540,1.7,34.7,0.33,1.11,15,높음,4140.0,36.40000000000001
브랜딩,브랜드로고,1100,2140,10.3,22.8,1.08,1.26,15,높음,3240.0,33.1
브랜딩,CI,6880,6720,8.5,22.9,0.14,0.38,15,높음,13600.0,31.4
브랜딩,카피라이터,3550,5940,5.4,21.9,0.18,0.42,15,높음,9490.0,27.3
명품로고,스티커제작,19400,30900,774.8,1740.2,4.52,6.34,15,높음,50300.0,2515.0
명품로고,로고제작,4620,7990,142.5,325.4,3.33,4.49,15,높음,12610.0,467.9
명품로고,사진보정,2560,6280,46.9,308.8,1.99,5.29,15,높음,8840.0,355.7
명품로고,로고디자인,4170,4820,107.1,216.2,2.86,5.19,15,높음,8990.0,323.2999999999999
명품로고,PPT템플릿,18600,4440,115.7,83.3,0.76,2.33,15,높음,23040.0,199.0
명품로고,회사로고,2180,2590,43.7,90.0,2.21,3.97,15,높음,4770.0,133.7
명품로고,무료로고제작,800,720,22.6,95.9,2.97,13.92,15,높음,1520.0,118.5
명품로고,무료로고,1640,1490,34.3,76.1,2.2,5.77,15,높음,3130.0,110.4
명품로고,PPT,15600,12300,26.7,79.8,0.21,0.76,15,높음,27900.0,106.5
명품로고,브랜딩,5180,5260,37.7,61.5,0.81,1.32,15,높음,10440.0,99.2
명품로고,메뉴판디자인,950,2200,18.7,79.0,2.1,4.01,15,높음,3150.0,97.7
명품로고,로고만들기,3600,3400,35.5,61.5,1.09,2.04,15,높음,7000.0,97.0
명품로고,카드뉴스,10400,8470,42.3,46.3,0.48,0.68,15,높음,18870.0,88.6
명품로고,메뉴판인쇄,350,1250,16.4,70.6,4.89,6.27,15,높음,1600.0,87.0
명품로고,일러스트파일,2970,2500,21.2,65.3,0.8,2.87,15,높음,5470.0,86.5
명품로고,로고스티커,580,1390,16.3,51.3,3.03,4.16,15,높음,1970.0,67.6
명품로고,유튜브채널아트,1880,2090,19.1,39.0,1.08,1.99,15,높음,3970.0,58.1
명품로고,파워포인트템플릿,4440,1060,35.6,22.3,0.92,2.4,15,높음,5500.0,57.90000000000001
명품로고,카드뉴스만들기,4060,4410,30.5,26.8,0.86,0.7,15,높음,8470.0,57.3
명품로고,벽메뉴판,470,2160,6.5,50.8,1.53,2.61,15,높음,2630.0,57.3
명품로고,유튜브썸네일,2760,4030,24.8,32.0,0.99,0.87,15,높음,6790.0,56.8
명품로고,디자인외주,710,820,19.0,34.2,2.85,4.75,15,높음,1530.0,53.2
명품로고,인테리어스티커,400,1960,4.3,44.0,1.17,2.41,15,높음,2360.0,48.3
명품로고,상세페이지디자인,1320,620,31.4,11.3,2.61,2.02,15,높음,1940.0,42.7
명품로고,일러스트사이트,1010,1140,15.4,22.0,1.68,2.07,15,높음,2150.0,37.4
명품로고,브랜드로고,1100,2140,10.3,22.8,1.08,1.26,15,높음,3240.0,33.1
명품로고,CI,6880,6720,8.5,22.9,0.14,0.38,15,높음,13600.0,31.4
브런치카페,강화도맛집,10700,169500,77.7,4469.8,0.75,2.71,15,높음,180200.0,4547.5
브런치카페,가평가볼만한곳,10700,187400,71.8,3242.7,0.67,1.74,15,높음,198100.0,3314.5
브런치카페,레터링케이크,6280,61400,105.0,2855.2,1.9,5.23,15,높음,67680.0,2960.2
브런치카페,케이크주문제작,4360,52800,91.5,2817.4,2.41,6.02,15,높음,57160.0,2908.9
브런치카페,경기도가볼만한곳,11100,171000,52.4,1681.5,0.49,1.02,15,높음,182100.0,1733.9
브런치카페,거제도갈만한곳,8040,112400,43.9,1573.8,0.51,1.33,15,높음,120440.0,1617.7
브런치카페,남양주가볼만한곳,4170,86000,13.5,1486.8,0.35,1.79,15,높음,90170.0,1500.3
브런치카페,양평가볼만한곳,8390,148400,43.3,1431.8,0.53,0.98,15,높음,156790.0,1475.1
브런치카페,경기가볼만한곳,960,81600,5.6,859.0,0.61,1.06,15,높음,82560.0,864.6
브런치카페,남양주카페,6440,108600,19.2,769.9,0.32,0.72,15,높음,115040.0,789.1
브런치카페,서울가볼만한곳,8380,127700,21.8,759.2,0.29,0.64,15,높음,136080.0,781.0
브런치카페,강화도카페,4550,63300,24.3,649.3,0.57,1.04,9,중간,67850.0,673.5999999999998
브런치카페,호텔뷔페,4350,30400,20.1,605.3,0.51,2.12,15,높음,34750.0,625.4
브런치카페,샌드위치,8990,84000,24.9,504.0,0.31,0.65,15,높음,92990.0,528.9
브런치카페,석모도가볼만한곳,1890,24200,17.7,434.2,1.0,1.8,14,높음,26090.0,451.9
브런치카페,실내데이트,4530,44100,8.2,335.5,0.18,0.73,15,높음,48630.0,343.7
브런치카페,콜드브루,7630,60900,9.9,318.5,0.14,0.55,15,높음,68530.0,328.4
브런치카페,춘천맛집,9710,121700,15.9,238.7,0.18,0.21,15,높음,131410.0,254.6
브런치카페,브런치카페,2890,87900,6.5,247.3,0.25,0.31,15,높음,90790.0,253.8
빔스크린,빔프로젝터,27300,120300,78.3,784.1,0.32,0.72,15,높음,147600.0,862.4
빔스크린,가정용빔프로젝터,5840,43500,26.2,621.8,0.49,1.54,15,높음,49340.0,648.0
빔스크린,미니빔프로젝터,4540,28800,19.6,490.0,0.48,1.87,15,높음,33340.0,509.6
빔스크린,브라인드커튼,590,5660,25.6,413.8,4.15,7.06,15,높음,6250.0,439.4
빔스크린,빔스크린,3950,20300,16.5,252.3,0.47,1.35,15,높음,24250.0,268.8
빔스크린,전동블라인드,1920,6640,35.0,185.6,1.88,2.97,15,높음,8560.0,220.6
빔스크린,미니빔,3380,12200,7.7,115.9,0.25,1.06,15,높음,15580.0,123.6
빔스크린,크로마키스크린,1670,2560,19.1,95.1,1.3,4.23,15,높음,4230.0,114.2
빔스크린,빔프로젝트,3950,12300,16.9,87.8,0.49,0.84,15,높음,16250.0,104.7
빔스크린,자동블라인드,530,2950,7.1,92.4,1.39,3.26,15,높음,3480.0,99.5
빔스크린,윤씨네스크린,1520,3810,15.3,82.9,1.16,2.38,15,높음,5330.0,98.2
빔스크린,캠핑빔스크린,720,5800,3.0,81.5,0.46,1.57,14,높음,6520.0,84.5
빔스크린,LED,7600,20800,10.6,65.0,0.16,0.34,15,높음,28400.0,75.6
빔스크린,크로마키,6060,13400,9.1,39.7,0.17,0.34,15,높음,19460.0,48.8
빔스크린,단초점빔프로젝터,1000,2850,6.7,41.9,0.76,1.63,15,높음,3850.0,48.6
빔스크린,빔프로젝터스크린,2630,8570,6.4,38.3,0.28,0.5,15,높음,11200.0,44.7
빔스크린,빔프로젝트스크린,810,2580,5.8,35.5,0.78,1.48,15,높음,3390.0,41.3
가림막파티션,에어컨실외기커버,8640,64800,96.0,2191.6,0.64,1.99,15,높음,73440.0,2287.6
가림막파티션,아크릴,14000,26800,178.4,426.0,1.42,1.78,15,높음,40800.0,604.4
가림막파티션,아크릴가림막,6250,13300,104.7,414.5,1.84,3.35,15,높음,19550.0,519.2
가림막파티션,벽걸이LED시계,1960,18000,19.0,414.5,1.15,2.5,15,높음,19960.0,433.5
가림막파티션,가벽,4710,20400,28.6,373.8,0.66,2.02,15,높음,25110.0,402.4
가림막파티션,인테리어가벽,1850,12900,19.3,337.1,1.13,2.9,15,높음,14750.0,356.40000000000015
가림막파티션,쇼파덮개,650,6980,8.5,289.4,1.46,4.54,15,높음,7630.0,297.9
가림막파티션,아크릴제작,2690,4080,102.5,194.2,4.26,5.2,15,높음,6770.0,296.7
가림막파티션,사무실파티션,4710,6490,80.7,205.0,1.96,3.6,15,높음,11200.0,285.7
가림막파티션,아크릴칸막이,3720,6180,65.8,191.3,1.95,3.32,15,높음,9900.0,257.1
가림막파티션,아이디어상품,3770,7000,34.7,193.7,1.05,3.08,15,높음,10770.0,228.4
가림막파티션,가림막,5460,18800,26.3,194.5,0.53,1.1,15,높음,24260.0,220.8
가림막파티션,칸막이,4550,11800,28.3,172.5,0.69,1.56,15,높음,16350.0,200.8
가림막파티션,가림막파티션,1920,8950,13.3,172.4,0.81,2.09,15,높음,10870.0,185.7
가림막파티션,이동식칸막이,1360,4680,18.4,156.5,1.49,3.57,15,높음,6040.0,174.9
디저트카페,가평가볼만한곳,10700,187400,71.8,3242.7,0.67,1.74,15,높음,198100.0,3314.5
디저트카페,레터링케이크,6280,61400,105.0,2855.2,1.9,5.23,15,높음,67680.0,2960.2
디저트카페,케이크주문제작,4360,52800,91.5,2817.4,2.41,6.02,15,높음,57160.0,2908.9
디저트카페,경기도가볼만한곳,11100,171000,52.4,1681.5,0.49,1.02,15,높음,182100.0,1733.9
디저트카페,거제도갈만한곳,8040,112400,43.9,1573.8,0.51,1.33,15,높음,120440.0,1617.7
디저트카페,양평가볼만한곳,8390,148400,43.3,1431.8,0.53,0.98,15,높음,156790.0,1475.1
디저트카페,남양주카페,6440,108600,19.2,769.9,0.32,0.72,15,높음,115040.0,789.1
디저트카페,스크린골프,8730,164200,46.0,649.2,0.59,0.43,15,높음,172930.0,695.2
디저트카페,강화도카페,4550,63300,24.3,649.3,0.57,1.04,9,중간,67850.0,673.5999999999998
디저트카페,석모도가볼만한곳,1890,24200,17.7,434.2,1.0,1.8,14,높음,26090.0,451.9
디저트카페,콜드브루,7630,60900,9.9,318.5,0.14,0.55,15,높음,68530.0,328.4
디저트카페,춘천맛집,9710,121700,15.9,238.7,0.18,0.21,15,높음,131410.0,254.6
디저트카페,브런치카페,2890,87900,6.5,247.3,0.25,0.31,15,높음,90790.0,253.8
디저트카페,비틀쥬스,4620,17300,3.8,124.0,0.07,0.58,6,중간,21920.0,127.8
무료로고,비닐봉투,6590,23600,127.4,621.3,2.15,2.87,15,높음,30190.0,748.6999999999997
무료로고,로고제작,4620,7990,142.5,325.4,3.33,4.49,15,높음,12610.0,467.9
무료로고,쇼핑백제작,2680,1610,174.7,175.8,7.51,12.11,15,높음,4290.0,350.5
무료로고,로고디자인,4170,4820,107.1,216.2,2.86,5.19,15,높음,8990.0,323.2999999999999
무료로고,무료로고만들기,3030,2680,56.0,179.0,2.0,7.29,15,높음,5710.0,235.0
무료로고,쇼핑백주문제작,910,1320,59.1,148.8,7.77,12.73,15,높음,2230.0,207.9
무료로고,POP글씨,1850,6040,18.7,161.0,1.28,3.23,15,높음,7890.0,179.7
무료로고,비닐봉투제작,850,1250,51.7,116.0,7.0,10.59,15,높음,2100.0,167.7
무료로고,배달봉투,460,1800,14.1,142.1,3.28,8.64,15,높음,2260.0,156.2
무료로고,포장봉투,1170,3500,30.5,123.0,2.95,3.92,15,높음,4670.0,153.5
무료로고,비닐쇼핑백,1240,2780,35.3,116.5,3.09,4.62,15,높음,4020.0,151.8
무료로고,회사로고,2180,2590,43.7,90.0,2.21,3.97,15,높음,4770.0,133.7
무료로고,투명비닐봉투,720,2280,20.2,112.8,3.16,5.37,15,높음,3000.0,133.0
무료로고,무료로고제작,800,720,22.6,95.9,2.97,13.92,15,높음,1520.0,118.5
무료로고,무료로고,1640,1490,34.3,76.1,2.2,5.77,15,높음,3130.0,110.4
무료로고,종이가방제작,590,830,32.1,67.4,6.1,9.76,15,높음,1420.0,99.5
무료로고,로고만들기,3600,3400,35.5,61.5,1.09,2.04,15,높음,7000.0,97.0
무료로고,비닐봉지,1650,4580,15.2,76.5,1.04,1.81,15,높음,6230.0,91.7
무료로고,라이트패널,1010,2550,30.2,34.3,3.28,1.74,15,높음,3560.0,64.5
무료로고,디자인회사,1030,1040,37.9,25.0,3.98,2.77,15,높음,2070.0,62.9
무료로고,색상표,7580,6050,7.2,48.0,0.11,0.84,9,중간,13630.0,55.2
무료로고,피오피글씨,200,1010,1.9,52.5,1.01,5.88,15,높음,1210.0,54.4
무료로고,빵봉투,430,1260,8.4,45.6,2.24,3.86,15,높음,1690.0,54.0
무료로고,팝업카드,360,900,3.5,48.1,1.16,6.18,15,높음,1260.0,51.6
무료로고,카페로고,440,1010,5.5,41.0,1.46,4.26,15,높음,1450.0,46.5
무료로고,비닐백,670,1750,13.1,32.0,2.04,1.87,15,높음,2420.0,45.1
무료로고,마크사,300,2800,3.1,39.2,1.05,1.53,15,높음,3100.0,42.3
무료로고,검정비닐봉투,690,2280,5.7,36.4,0.94,1.73,15,높음,2970.0,42.1
무료로고,손글씨폰트,2460,2120,6.4,35.7,0.28,1.85,15,높음,4580.0,42.1
무료로고,회사로고만들기,640,610,12.6,28.8,2.16,5.16,15,높음,1250.0,41.4
무료로고,브랜드로고,1100,2140,10.3,22.8,1.08,1.26,15,높음,3240.0,33.1
무료로고,브랜드디자인,720,650,12.3,19.2,1.95,3.45,15,높음,1370.0,31.5
무료로고,CI,6880,6720,8.5,22.9,0.14,0.38,15,높음,13600.0,31.4
무료로고,홈페이지디자인,930,230,22.0,8.8,2.55,4.1,15,높음,1160.0,30.8
무료로고,기업로고,670,530,8.1,17.4,1.41,3.77,15,높음,1200.0,25.5
우녹스오븐,베이킹도구,1330,6230,44.8,483.0,3.87,8.32,15,높음,7560.0,527.8
우녹스오븐,오븐,6930,44300,15.3,499.3,0.25,1.25,15,높음,51230.0,514.6
우녹스오븐,마들렌틀,1190,9030,6.3,307.4,0.6,3.58,15,높음,10220.0,313.7
우녹스오븐,실리콘몰드,1860,7670,29.2,281.5,1.72,3.94,15,높음,9530.0,310.7
우녹스오븐,우녹스오븐,1620,8990,14.5,202.5,0.97,2.5,15,높음,10610.0,217.0
우녹스오븐,슬로우쿠커,810,6840,6.9,203.5,0.95,3.25,15,높음,7650.0,210.4
우녹스오븐,위즈웰오븐,1450,11400,2.5,176.8,0.19,1.69,15,높음,12850.0,179.3
우녹스오븐,그릴,4170,17700,10.2,120.7,0.28,0.74,15,높음,21870.0,130.9
우녹스오븐,파채기계,650,6840,4.4,114.6,0.78,1.86,15,높음,7490.0,119.0
우녹스오븐,반죽기,2140,11800,11.3,101.8,0.6,0.97,15,높음,13940.0,113.1
남양주,남양주,16600,56500,0.0,0.0,0.0,0.0,0,낮음,73100.0,0.0
치킨,주변맛집,6310,382200,6.8,1386.9,0.12,0.38,15,높음,388510.0,1393.7
치킨,냉면맛집,2910,101600,4.7,1317.8,0.14,1.09,15,높음,104510.0,1322.5
치킨,문화상품권,54100,106400,128.7,1131.4,0.26,1.14,15,높음,160500.0,1260.1
치킨,치킨,25900,348800,34.1,866.6,0.15,0.26,15,높음,374700.0,900.7
치킨,내주변맛집,4170,230800,4.6,671.0,0.12,0.3,15,높음,234970.0,675.6
치킨,기프티콘,17900,55200,149.2,485.3,0.91,0.95,15,높음,73100.0,634.5
치킨,족발맛집,1340,34000,4.6,525.5,0.37,1.62,15,높음,35340.0,530.1
치킨,묵은지김치찜,1690,48100,1.9,504.1,0.14,1.18,15,높음,49790.0,506.0
치킨,삼계탕맛집,2150,41000,4.7,351.8,0.21,0.79,15,높음,43150.0,356.5
치킨,경포대맛집,1260,26100,5.8,301.6,0.48,1.22,13,중간,27360.0,307.4000000000001
치킨,치킨브랜드순위,3070,31200,9.9,270.5,0.34,0.9,15,높음,34270.0,280.4
치킨,BHC뿌링클,3740,60700,6.7,265.5,0.2,0.47,12,중간,64440.0,272.2
치킨,꼬막비빔밥,2970,58200,5.6,231.0,0.23,0.45,15,높음,61170.0,236.6
치킨,족발,6370,160200,10.9,207.7,0.17,0.14,15,높음,166570.0,218.6
치킨,회,3580,32600,6.5,164.5,0.21,0.55,15,높음,36180.0,171.0
치킨,햄버거,8680,87600,9.5,116.3,0.13,0.14,15,높음,96280.0,125.8
테이크아웃,주변맛집,6310,382200,6.8,1386.9,0.12,0.38,15,높음,388510.0,1393.7
테이크아웃,포장용기,3680,14700,130.9,754.8,4.01,5.63,15,높음,18380.0,885.6999999999997
테이크아웃,남양주카페,6440,108600,19.2,769.9,0.32,0.72,15,높음,115040.0,789.1
테이크아웃,창업,18900,29800,81.9,453.8,0.5,1.71,15,높음,48700.0,535.7
테이크아웃,소자본창업,3790,11700,50.5,359.6,1.51,3.38,15,높음,15490.0,410.1
테이크아웃,카페창업,5040,16000,45.5,304.4,1.01,2.08,15,높음,21040.0,349.9
테이크아웃,브런치카페,2890,87900,6.5,247.3,0.25,0.31,15,높음,90790.0,253.8
테이크아웃,커피종류,2250,14900,10.9,236.0,0.53,1.72,15,높음,17150.0,246.9
테이크아웃,돈버는방법,3030,21500,7.9,236.0,0.29,1.21,15,높음,24530.0,243.9
테이크아웃,프랜차이즈,8290,17100,63.9,166.0,0.84,1.06,15,높음,25390.0,229.9
테이크아웃,디저트카페,1600,20100,11.1,145.0,0.74,0.77,15,높음,21700.0,156.1
테이크아웃,빵맛집,1000,20400,2.6,137.0,0.29,0.72,15,높음,21400.0,139.6
테이크아웃,샐러드박스,2470,14800,7.4,129.0,0.33,0.95,15,높음,17270.0,136.4
테이크아웃,햄버거,8680,87600,9.5,116.3,0.13,0.14,15,높음,96280.0,125.8
테이크아웃,하겐다즈,7610,44300,5.7,83.8,0.08,0.2,15,높음,51910.0,89.5
테이크아웃,돈많이버는직업,1880,11400,1.9,52.8,0.12,0.5,15,높음,13280.0,54.7
전,계란장조림,1720,54000,2.1,196.2,0.15,0.42,15,높음,55720.0,198.3
전,전주한옥마을맛집,3150,52500,7.0,131.0,0.24,0.26,8,중간,55650.0,138.0
전,식당,7450,155200,3.3,115.7,0.05,0.08,15,높음,162650.0,119.0
LED거실등,조명,26300,106700,750.1,4142.6,3.2,4.24,15,높음,133000.0,4892.700000000002
LED거실등,식탁등,6450,45600,101.7,1545.8,1.75,3.7,15,높음,52050.0,1647.5
LED거실등,거실등,4360,24000,75.7,854.3,1.9,3.87,15,높음,28360.0,930.0
LED거실등,식탁조명,2620,22200,52.8,753.2,2.35,3.71,15,높음,24820.0,806.0
LED거실등,거실LED등,1820,16400,35.3,666.8,2.19,4.47,15,높음,18220.0,702.0999999999997
LED거실등,LED등,8260,33000,64.8,581.0,0.89,1.97,15,높음,41260.0,645.8
LED거실등,레일조명,5620,19600,74.3,472.8,1.47,2.69,15,높음,25220.0,547.1
LED거실등,거실조명,2550,13100,46.0,448.0,2.04,3.76,15,높음,15650.0,494.0
LED거실등,벽등,3630,14700,70.0,421.5,2.13,3.18,15,높음,18330.0,491.5
LED거실등,LED거실등,3420,17000,37.9,402.8,1.32,2.52,15,높음,20420.0,440.7
LED거실등,주방등,2090,13900,22.7,347.1,1.22,2.75,15,높음,15990.0,369.8
LED거실등,장스탠드,3400,18500,26.7,337.6,0.92,2.03,15,높음,21900.0,364.3
LED거실등,인테리어조명,2460,9420,47.1,299.7,2.12,3.48,15,높음,11880.0,346.8
LED거실등,주방조명,1620,11500,28.6,314.5,1.91,3.02,15,높음,13120.0,343.1
LED거실등,펜던트조명,3410,9160,56.9,278.3,1.83,3.33,15,높음,12570.0,335.2
LED거실등,센서등,5240,19300,34.5,271.2,0.74,1.52,15,높음,24540.0,305.7
LED거실등,LED주방등,1600,11500,17.7,265.8,1.23,2.57,15,높음,13100.0,283.5
LED거실등,레일등,3240,12500,35.1,235.0,1.21,2.08,15,높음,15740.0,270.1
LED거실등,벽조명,1810,9490,29.5,190.3,1.79,2.25,15,높음,11300.0,219.8
LED거실등,책상스탠드,2690,11100,9.7,205.6,0.42,2.11,15,높음,13790.0,215.3
LED거실등,LED전등,4100,12900,27.6,179.0,0.76,1.52,15,높음,17000.0,206.6
LED거실등,LED방등,2780,10700,16.0,171.3,0.63,1.75,15,높음,13480.0,187.3
루미사인,루미사인,20,20,0.0,0.0,0.0,0.0,0,낮음,40.0,0.0
레터링스티커,스티커제작,19400,30900,774.8,1740.2,4.52,6.34,15,높음,50300.0,2515.0
레터링스티커,스티커주문제작,4710,15800,197.3,1135.4,4.68,8.07,15,높음,20510.0,1332.7
레터링스티커,네임스티커,3710,25100,55.9,816.8,1.79,3.91,15,높음,28810.0,872.6999999999997
레터링스티커,스티커,15000,41100,166.8,465.0,1.24,1.27,15,높음,56100.0,631.8
레터링스티커,다꾸스티커,2420,13200,22.8,408.5,1.07,3.49,15,높음,15620.0,431.3
레터링스티커,창문시트지,4000,18100,42.9,350.5,1.15,2.08,15,높음,22100.0,393.4
레터링스티커,타투스티커제작,660,2810,31.9,359.6,4.8,12.64,15,높음,3470.0,391.5
레터링스티커,스티커만들기,1650,6880,29.0,284.4,2.01,4.47,15,높음,8530.0,313.4
레터링스티커,라벨스티커,5190,18200,55.1,233.0,1.21,1.44,15,높음,23390.0,288.1
레터링스티커,배달스티커,1700,4180,18.1,227.5,1.18,6.02,15,높음,5880.0,245.6
레터링스티커,씰스티커,1560,10400,5.6,213.2,0.41,2.18,15,높음,11960.0,218.8
레터링스티커,스티커벽지,910,5800,12.0,203.8,1.5,3.78,15,높음,6710.0,215.8
레터링스티커,노트북스티커,3140,9470,26.0,185.8,0.9,2.18,15,높음,12610.0,211.8
레터링스티커,스티커인쇄,2470,3040,88.8,122.0,3.88,4.37,15,높음,5510.0,210.8
레터링스티커,오토바이스티커,690,4230,10.1,179.3,1.61,4.79,15,높음,4920.0,189.4
레터링스티커,현관문시트지,950,5830,9.1,176.6,1.11,3.27,15,높음,6780.0,185.7
레터링스티커,창문썬팅지,1220,5600,16.1,165.6,1.17,2.69,15,높음,6820.0,181.7
레터링스티커,인테리어필름지,980,6290,15.7,150.6,1.78,2.73,15,높음,7270.0,166.29999999999995
레터링스티커,캠핑스티커,1430,9270,5.1,160.5,0.4,1.91,15,높음,10700.0,165.6
레터링스티커,시트지제작,1640,3220,44.7,114.5,2.9,3.98,15,높음,4860.0,159.2
레터링스티커,도무송스티커,1230,2900,43.4,103.6,3.81,4.04,15,높음,4130.0,147.0
레터링스티커,자동차스티커,1550,8550,18.8,120.3,1.3,1.47,15,높음,10100.0,139.1
레터링스티커,유리창시트지,850,4110,12.6,124.2,1.58,3.11,15,높음,4960.0,136.8
레터링스티커,차량용스티커,1090,5710,17.7,104.5,1.78,1.92,15,높음,6800.0,122.2
레터링스티커,금연,4360,11400,6.6,111.3,0.17,1.07,15,높음,15760.0,117.9
레터링스티커,카페메뉴판,2140,4840,15.0,101.5,0.78,2.34,15,높음,6980.0,116.5
레터링스티커,도무송,2610,9300,14.8,98.0,0.64,1.21,15,높음,11910.0,112.8
레터링스티커,차량스티커,1480,7910,20.0,91.8,1.47,1.27,15,높음,9390.0,111.8
레터링스티커,여권사진,4900,26200,7.3,94.3,0.18,0.44,15,높음,31100.0,101.6
레터링스티커,벽스티커,570,3580,8.3,91.4,1.72,2.73,15,높음,4150.0,99.7
레터링스티커,레터링스티커,1170,6250,14.5,85.2,1.37,1.49,15,높음,7420.0,99.7
레터링스티커,인테리어시트지,1060,4170,11.7,85.2,1.26,2.18,15,높음,5230.0,96.9
레터링스티커,투명스티커,1630,2770,38.4,55.8,2.61,2.29,15,높음,4400.0,94.2
레터링스티커,스티커라벨지,2110,3960,10.5,74.3,0.57,2.07,15,높음,6070.0,84.8
레터링스티커,무점착시트지,670,2960,5.8,72.3,0.97,2.8,15,높음,3630.0,78.1
레터링스티커,홀로그램스티커,1190,2990,29.7,47.5,2.82,1.77,15,높음,4180.0,77.2
레터링스티커,돌출간판,1520,3680,15.9,58.0,1.17,1.74,15,높음,5200.0,73.9
레터링스티커,방수스티커,1150,5010,17.2,56.0,1.68,1.23,15,높음,6160.0,73.2
경기도가볼만한곳,가평빠지,23900,198400,726.4,11053.0,2.68,5.1,15,높음,222300.0,11779.4
경기도가볼만한곳,여수가볼만한곳,37400,406700,316.3,8701.2,0.82,2.1,15,높음,444100.0,9017.5
경기도가볼만한곳,여수아쿠아플라넷,9550,140500,98.0,5967.2,1.0,4.31,12,중간,150050.0,6065.2
경기도가볼만한곳,롯데월드자유이용권,6020,95300,109.7,4838.6,1.98,5.47,13,중간,101320.0,4948.3
경기도가볼만한곳,글램핑캠핑장,6900,116100,135.5,4688.5,2.06,4.12,15,높음,123000.0,4824.0
경기도가볼만한곳,제주아쿠아플라넷,6350,114600,40.5,4066.1,0.68,3.59,10,중간,120950.0,4106.6
경기도가볼만한곳,에버랜드자유이용권,6410,87500,82.7,3765.2,1.49,4.86,14,높음,93910.0,3847.9
경기도가볼만한곳,가평가볼만한곳,10700,187400,71.8,3242.7,0.67,1.74,15,높음,198100.0,3314.5
경기도가볼만한곳,대부도펜션,14100,107600,323.1,2943.0,2.19,2.59,15,높음,121700.0,3266.1
경기도가볼만한곳,파주맛집,11800,173200,44.7,2883.3,0.41,1.76,15,높음,185000.0,2928.0
경기도가볼만한곳,수영장펜션,11700,117200,269.3,2577.4,1.87,1.84,15,높음,128900.0,2846.700000000001
경기도가볼만한곳,가평맛집,8440,130400,22.7,2621.2,0.28,2.03,15,높음,138840.0,2643.9
경기도가볼만한곳,강원도가볼만한곳,11700,150600,69.9,2341.8,0.57,1.54,15,높음,162300.0,2411.7000000000007
경기도가볼만한곳,펜션,32400,190400,196.7,2129.3,0.55,1.02,15,높음,222800.0,2326.0
경기도가볼만한곳,단양가볼만한곳,14300,185000,68.7,2254.1,0.47,1.2,15,높음,199300.0,2322.8
경기도가볼만한곳,가평펜션,25300,142700,275.0,1998.0,1.01,1.31,15,높음,168000.0,2273.0
경기도가볼만한곳,속초가볼만한곳,17800,224800,55.1,2072.3,0.32,0.94,15,높음,242600.0,2127.4
경기도가볼만한곳,속초호텔,14800,90800,121.1,2001.2,0.83,2.28,15,높음,105600.0,2122.3
경기도가볼만한곳,태안가볼만한곳,8840,124100,45.7,2025.0,0.52,1.61,15,높음,132940.0,2070.7
경기도가볼만한곳,애견동반펜션,7610,73600,204.9,1703.7,2.57,2.14,15,높음,81210.0,1908.6
경기도가볼만한곳,호캉스,19100,86900,122.1,1613.0,0.58,1.73,15,높음,106000.0,1735.1
경기도가볼만한곳,경기도가볼만한곳,11100,171000,52.4,1681.5,0.49,1.02,15,높음,182100.0,1733.9
경기도가볼만한곳,남양주맛집,8010,134100,27.3,1648.1,0.36,1.29,15,높음,142110.0,1675.4
경기도가볼만한곳,강릉가볼만한곳,15200,206600,34.0,1626.3,0.24,0.83,15,높음,221800.0,1660.3
경기도가볼만한곳,인천가볼만한곳,7370,141100,24.3,1578.5,0.35,1.13,15,높음,148470.0,1602.8
경기도가볼만한곳,평창가볼만한곳,10700,151800,36.9,1565.0,0.34,1.03,15,높음,162500.0,1601.9
경기도가볼만한곳,워터파크,14900,146500,68.1,1506.6,0.41,0.93,15,높음,161400.0,1574.6999999999994
경기도가볼만한곳,양평맛집,7480,164200,42.1,1486.8,0.59,0.93,15,높음,171680.0,1528.9
경기도가볼만한곳,남양주가볼만한곳,4170,86000,13.5,1486.8,0.35,1.79,15,높음,90170.0,1500.3
