,노출상태,노출상품명,광고그룹 이름,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,광고그룹 ID,상품 ID
816,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5731013024.0
817,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5731013024.0
818,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5731013024.0
819,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5731013024.0
820,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5731013024.0
821,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5731013024.0
822,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
823,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
824,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
825,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
826,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
827,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
828,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
829,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
830,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
831,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
832,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
833,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
834,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
835,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
836,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
837,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
838,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
839,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
840,입찰가 변경 인상 130.0>160.0,스티커 도어사인 나무표찰 우드문패 화장실 미세요당기세요,원본,12.8,92.0,0.0,0.0,0.0,0.0,on,130.0,nad-a001-02-000000144208097,grp-a001-02-000000021786478,5742869576.0
841,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5742869576.0
842,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5742869576.0
843,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5742869576.0
844,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5742869576.0
845,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5742869576.0
846,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5742869576.0
847,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5742869576.0
848,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5742869576.0
849,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5742869576.0
850,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
851,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
852,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
853,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
854,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
855,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
856,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
857,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
858,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
859,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
860,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
861,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
862,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
863,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
864,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
865,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
866,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
867,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
868,양호 소재,방문포장 테이크아웃 식당 LED조명 루미사인,원본,3.5,85.0,3.0,0.0,385.0,0.0,on,240.0,nad-a001-02-000000138272068,grp-a001-02-000000021786478,5252296282.0
869,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5252296282.0
870,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5252296282.0
871,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5252296282.0
872,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5252296282.0
873,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5252296282.0
874,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5252296282.0
875,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5252296282.0
876,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5252296282.0
877,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5252296282.0
878,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
879,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
880,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
881,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
882,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
883,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
884,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
885,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
886,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
887,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
888,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
889,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
890,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
891,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
892,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
893,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
894,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
895,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
896,입찰가 변경 인상 290.0>320.0,커피샵 LED 아크릴 NEONSIGN 인테리어,원본,5.5,75.0,0.0,0.0,0.0,0.0,on,290.0,nad-a001-02-000000138272061,grp-a001-02-000000021786478,5623478345.0
897,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5623478345.0
898,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5623478345.0
899,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5623478345.0
900,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5623478345.0
901,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5623478345.0
902,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5623478345.0
903,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5623478345.0
904,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5623478345.0
905,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5623478345.0
906,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
907,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
908,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
909,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
910,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
911,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
912,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
913,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
914,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
915,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
916,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
917,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
918,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
919,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
920,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
921,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
922,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
923,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
924,입찰가 변경 인상 240.0>270.0,A3 철제입간판 POP스탠드 매장입구간판,원본,12.5,71.0,1.0,0.0,297.0,0.0,on,240.0,nad-a001-02-000000142168276,grp-a001-02-000000021786478,4396782783.0
925,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,4396782783.0
926,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,4396782783.0
927,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,4396782783.0
928,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,4396782783.0
929,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,4396782783.0
930,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,4396782783.0
931,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,4396782783.0
932,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,4396782783.0
933,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,4396782783.0
934,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
935,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
936,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
937,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
938,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
939,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
940,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
941,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
942,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
943,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
944,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
945,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
946,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
947,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
948,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
949,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
950,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
951,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
952,양호 소재,BEER LOGO,원본,3.3,50.0,1.0,0.0,385.0,0.0,on,290.0,nad-a001-02-000000138272062,grp-a001-02-000000021786478,5623591065.0
953,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,5623591065.0
954,신규 소재,노출상품명,b,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021854519,5623591065.0
955,신규 소재,노출상품명,c,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807519,5623591065.0
956,신규 소재,노출상품명,d,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807501,5623591065.0
957,신규 소재,노출상품명,e,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807488,5623591065.0
958,신규 소재,노출상품명,f,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807497,5623591065.0
959,신규 소재,노출상품명,g,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807496,5623591065.0
960,신규 소재,노출상품명,h,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807523,5623591065.0
961,신규 소재,노출상품명,i,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000021807511,5623591065.0
962,빈 그룹,노출상품명,j,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807484,상품 ID
963,빈 그룹,노출상품명,k,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807485,상품 ID
964,빈 그룹,노출상품명,l,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807486,상품 ID
965,빈 그룹,노출상품명,m,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807481,상품 ID
966,빈 그룹,노출상품명,n,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807552,상품 ID
967,빈 그룹,노출상품명,o,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807546,상품 ID
968,빈 그룹,노출상품명,p,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807554,상품 ID
969,빈 그룹,노출상품명,q,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807550,상품 ID
970,빈 그룹,노출상품명,r,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807549,상품 ID
971,빈 그룹,노출상품명,s,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807551,상품 ID
972,빈 그룹,노출상품명,t,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021807555,상품 ID
973,빈 그룹,노출상품명,u,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036013,상품 ID
974,빈 그룹,노출상품명,v,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785283,상품 ID
975,빈 그룹,노출상품명,w,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785266,상품 ID
976,빈 그룹,노출상품명,x,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036032,상품 ID
977,빈 그룹,노출상품명,y,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021785285,상품 ID
978,빈 그룹,노출상품명,z,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000021736136,상품 ID
979,빈 그룹,노출상품명,za,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,소재 상태,소재 입찰가,소재 ID,grp-a001-02-000000022036028,상품 ID
980,입찰가 변경 인상 220.0>250.0,A4 철제입간판 POP스탠드 매장입구간판,원본,14.4,45.0,0.0,0.0,0.0,0.0,on,220.0,nad-a001-02-000000142168275,grp-a001-02-000000021786478,4397033097.0
981,신규 소재,노출상품명,a,평균노출순위,노출수,클릭수,전환수,광고비용,전환액,on,190,소재 ID,grp-a001-02-000000009335164,4397033097.0
